Time	vsa	Isa	Vpmax
1.0000000000000007	2.251287858819746	0.2461873589432173	5.5017982909308429
1.9999999999998905	1.3766841178505158	0.24672855092333634	5.5080921630152968
2.9999999999997806	2.0503820002814348	0.24694536326919092	5.5143834804930396
3.9999999999996705	1.8955345205935867	0.24733576209357011	5.5206797145835855
5.0000000000000044	1.809294809682837	0.24771178663840487	5.5269808511501548
6.0000000000003384	1.7957038242752044	0.24807259091375045	5.5395977749355012
7.0000000000006724	1.8478339418854339	0.24841962620314462	5.5459135336518406
8.0000000000010054	1.9501295494301425	0.24875615145525387	5.5522266770443522
9.0000000000004512	2.9481319466701179	0.24890502015040283	5.5585446577537869
9.999999999999897	4.8761687950348298	0.24885903915361496	5.5648674613973279
10.999999999999343	5.3524721478871484	0.24911720686304761	5.5775274797259558
11.999999999998789	5.460623947172242	0.24945250576280387	5.5838646654157955
12.999999999998234	6.087227720434794	0.24967918221818763	5.5902066160491888
13.99999999999768	6.7353171954256377	0.24990135827351878	5.5965458781466841
14.999999999997126	6.6119712913637443	0.2502851579322396	5.6028898822568358
15.999999999996572	5.8625262738985802	0.25080013088540909	5.6092386137042487
16.999999999997794	5.22202891685225	0.25129227765319229	5.6219501996790555
17.999999999999016	5.3352630444436198	0.25162650985066648	5.6283130246253545
19.000000000000238	6.0824303068670726	0.25182792917632923	5.6346893044657875
20.00000000000146	6.2295200876341026	0.25215506926912212	5.6410718647149141
21.000000000002682	7.2262498199916649	0.25230419886668187	5.6474591550522995
22.000000000003904	9.2227800847720367	0.25224382582678118	5.6538511607279229
23.000000000005127	9.9499199770091113	0.25244939649837761	5.6666492588606205
24.000000000006349	10.963756804733888	0.25259481262196459	5.6730553215843997
25.000000000007571	11.985498590722896	0.25273837955808176	5.6794660401797641
26.000000000008793	12.982232093781549	0.25288675864487686	5.6858739846701756
27.000000000010015	13.984457160655596	0.25303294926004583	5.6922865614698814
28.000000000011237	14.987212752360826	0.25317658725043657	5.6987037555317706
29.000000000012459	15.989303940355478	0.25331460840050113	5.7051255517620101
30.000000000013682	16.990901380604917	0.25343917542386407	5.7179828901183978
31.000000000014904	17.992145751337073	0.25353188704002605	5.7244184018230353
32.000000000016122	18.993128013730107	0.25354963995027902	5.7308584548529637
33.000000000013792	19.99391755255628	0.25339188525208556	5.7372956449536803
34.000000000011461	20.994560280033156	0.25282735904852416	5.743737352281391
35.00000000000913	21.995089857494186	0.25134053061037775	5.7501835614449295
36.0000000000068	22.995669141456652	0.24785915542224757	5.7566342570063318
37.000000000004469	23.996412905025558	0.24045570157227303	5.7695509445355224
38.000000000002139	24.628275880809589	0.23268107796070581	5.7760338267492939
38.999999999999808	24.296447594156824	0.23758584433153374	5.7825212217707973
39.999999999997478	24.276895624310821	0.23812835081571393	5.7890057302453988
40.999999999995147	24.275806270181416	0.23843812613222326	5.7954947271709818
41.999999999992816	24.275396214095323	0.23873922572192896	5.8019881970256009
42.999999999990486	24.275009118353751	0.23903987411699745	5.8084861242398933
43.999999999988155	24.274620750038579	0.23934038040351879	5.821495288232919
44.999999999985825	24.274230213839626	0.23964076589777505	5.8280064936357556
45.999999999983494	24.273837475923813	0.23994102349433888	5.834522093646461
46.999999999981164	24.273442534341836	0.24024114608778291	5.8410347152507622
47.999999999978833	24.273045388385093	0.24054114433624818	5.8475517065640066
48.999999999976502	24.272646037285	0.24084102179244837	5.8540730517155737
49.999999999974172	24.272244480415655	0.24114076069281509	5.8605987347874651
50.999999999971841	24.271840717126175	0.24144037169548938	5.867128739814282
51.999999999969511	24.271434746752995	0.24173986190589858	5.880201651634116
52.99999999996718	24.271026568716259	0.24203922066590167	5.8867445262593616
53.999999999964849	24.270616182425528	0.24233845152821232	5.8932916585040074
54.999999999962519	24.27020358729451	0.24263755449283053	5.8998357057367645
55.999999999960188	24.269788782787437	0.24293652600704263	5.9063927323984045
56.999999999957858	24.269371768406405	0.24323537672898965	5.9129650680474182
57.999999999955527	24.268952543613068	0.24353409600053055	5.9195416950131934
58.999999999953197	24.268531107929928	0.24383268026895166	5.9261225971441043
59.999999999950866	24.268107460937483	0.24413114374510769	5.9392971620547605
60.999999999948535	24.267616684922626	0.24447982482911357	5.945905425949336
61.999999999946205	24.267113901399519	0.24482849170226473	5.9525186622032269
62.999999999943874	24.266608404029242	0.24517697738701827	5.9591286996365014
63.999999999941544	24.266099885676542	0.24552528188337419	5.9723648087087025
64.999999999946311	24.265588333484182	0.24587340519133249	5.9789908428781793
65.999999999951086	24.265073747718784	0.24622135086360686	5.9856221717226745
